,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
4198,GALVAN RODRIGUEZ Laura Esther,F,29,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
4199,GALVAN RODRIGUEZ Laura Esther,F,29,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,
4136,FURTULA Danijel,M,29,Montenegro,MNE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
14051,VUKOVIC Marija,F,29,Montenegro,MNE,2020 Summer,2020,Summer,Tokyo,Athletics,Women's High Jump,
3539,EL GOUMRI Othmane,M,29,Morocco,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
5414,HOLTERMAN Jill,F,29,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
11574,SAMUEL Jamile,F,29,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 200m,
11575,SAMUEL Jamile,F,29,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
11785,SCHIPPERS Dafne,F,29,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 200m,
11786,SCHIPPERS Dafne,F,29,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
4346,GEORGE Patience Okon,F,29,Nigeria,NGR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m,
4347,GEORGE Patience Okon,F,29,Nigeria,NGR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
4348,GEORGE Patience Okon,F,29,Nigeria,NGR,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,
11212,ROE Martin,M,29,Norway,NOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,
2960,de la CRUZ CAPANI Jovana,F,29,Peru,PER,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
5018,HARATYK Michal,M,29,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Shot Put,
7001,KRUKOWSKI Marcin,M,29,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
7883,MACH Angelika,F,29,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
14360,WIESIOLEK Pawel,M,29,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,
7716,LOKORO Paulo Amotun,M,29,Refugee Olympic Team,EOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 1500m,
1444,BOBOCEA Claudia Mihaela,F,29,Romania,ROU,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
11221,ROGERS Jason,M,29,Saint Kitts and Nevis,SKN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
11287,ROSE Alex,M,29,Samoa,SAM,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
6003,JOBODWANA Anaso,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
10418,PHORA Thapelo,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 400m,
10419,PHORA Thapelo,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay Team,
11553,SAMAAI Ruswahl,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Long Jump,
11889,SCOTT Dominique,F,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,
11890,SCOTT Dominique,F,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
13738,van NIEKERK Wayde,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 400m,
13739,van NIEKERK Wayde,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay Team,
13740,van NIEKERK Wayde,M,29,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay Team,
472,AN Seulki,F,29,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
2405,CHOI Kyungsun,F,29,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
637,ARCE Daniel,M,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
1921,CACERES Eusebio,M,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Long Jump,
2068,CARRO Fernando,M,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
4257,GARCIA Samuel,M,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,
11166,ROBLES Carolina,F,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 3000m Steeplechase,
13347,TORRIJOS Pablo,M,29,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Triple Jump,
1430,BLOMBERG Emil,M,29,Sweden,SWE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
6167,KAMBUNDJI Mujinga,F,29,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 100m,
6168,KAMBUNDJI Mujinga,F,29,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 200m,
6169,KAMBUNDJI Mujinga,F,29,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
12256,SIMBU Alphonce Felix,M,29,Tanzania,TAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
208,AHYE Michelle-Lee,F,29,Trinidad and Tobago,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 100m,
209,AHYE Michelle-Lee,F,29,Trinidad and Tobago,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
8493,McKNIGHT Sparkle,F,29,Trinidad and Tobago,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
11976,SELVON Kai,F,29,Trinidad and Tobago,TTO,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
178,AGRALI Yavuz,M,29,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
4535,GOLODNA Olha,F,29,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Shot Put,
2438,CHRISTIE Nick,M,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
5139,HAYES Quanera,F,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m,
6413,KETER Benard,M,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
8454,McGEE Cory Ann,F,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
9068,MORRIS Sandi,F,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Pole Vault,
11891,SCOTT Donald,M,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Triple Jump,
12302,SISSON Emily,F,29,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
14026,VORONINA Ekaterina,F,29,Uzbekistan,UZB,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Heptathlon,
7780,LOVETT Eddie,M,29,Virgin Islands,ISV,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
10036,PALMISANO Antonella,F,30,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,Gold
1022,BARSHIM Mutaz Essa,M,30,Qatar,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,Men's High Jump,Gold
9297,NAGEOTTE Katie,F,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Pole Vault,Gold
4381,GEZAHEGNE Kalkidan,F,30,Bahrain,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,"Women's 10,000m",Silver
199,AHMED Mohammed,M,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 5000m,Silver
13607,VADLEJCH Jakub,M,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,Silver
5232,HENRIKSEN Eivind,M,30,Norway,NOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,Silver
12215,SIDOROVA Anzhelika,F,30,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Pole Vault,Silver
3410,DUNFEE Evan,M,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,Bronze
10317,PEREZ Yaime,F,30,Cuba,CUB,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Discus Throw,Bronze
9431,NELSON Ashleigh,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,Bronze
10410,PHILIP Asha,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,Bronze
2254,CHELIMO Paul,M,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 5000m,Bronze
9573,NOOR ZAHI Sha Mahmood,M,30,Afghanistan,AFG,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
635,ARBE Joaquin,M,30,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
2671,COWLEY Rhydian,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
4925,HALL Linden,F,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
11162,ROBINSON Brett,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
6420,KHALADOVICH Tatsiana,F,30,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,
2486,CLAES Hanne,F,30,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
3017,DEBJANI Ismael,M,30,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 1500m,
13701,van der PLAETSEN Thomas,M,30,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,
204,AHOUANWANOU Odile,F,30,Benin,BEN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Heptathlon,
13476,TUKA Amel,M,30,Bosnia and Herzegovina,BIH,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 800m,
1513,BONFIM Caio,M,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
2968,de LIMA Jucilene Sales,F,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,
2974,de MORAIS Andressa,F,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
11247,ROMANI Darlan,M,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Shot Put,
11654,SANTOS Rosangela,F,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 100m,
11655,SANTOS Rosangela,F,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
12230,SILVA Altobeli,M,30,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
5754,IRABARUTA Olivier,M,30,Burundi,BDI,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
200,AHMED Mohammed,M,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Men's 10,000m",
1774,BRUCHET Luc,M,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 5000m,
9412,NEDOW Tim,M,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Shot Put,
9451,NETTEY Christabel,F,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Long Jump,
11918,SECCAFIEN Andrea,F,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,
11919,SECCAFIEN Andrea,F,30,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
1335,BIAN Tongda,M,30,China,CHN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
1931,CAI Zelin,M,30,China,CHN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
2290,CHEN Yang,F,30,China,CHN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
10792,QIEYANG Shijie,F,30,China,CHN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
9214,MURILLO Maria Lucelly,F,30,Colombia,COL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,
12741,SUAREZ Jeison Alexander,M,30,Colombia,COL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
3428,DURDIAKOVA Tereza,F,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
8280,MASLAK Pavel,M,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 400m,
8281,MASLAK Pavel,M,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay Team,
9702,OGRODNIKOVA Nikola,F,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,
12582,STANEK Tomas,M,30,Czech Republic,CZE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Shot Put,
13548,ULAD Adbi Hakin,M,30,Denmark,DEN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
7185,LANDAZURI Marizol,F,30,Ecuador,ECU,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
7424,LEMMA Sisay,M,30,Ethiopia,ETH,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
3228,DJOUHAN Lolassonn,M,30,France,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
7259,LAVILLENIE Valentin,M,30,France,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Pole Vault,
9386,NAVARRO Nicolas,M,30,France,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
9822,OMBISSA-DZANGUE Orlann,F,30,France,FRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay Team,
4411,GIERISCH Kristin,F,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Triple Jump,
6099,JUNGFLEISCH Marie-Laurence,F,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Women's High Jump,
6338,KAZMIREK Kai,M,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,
9164,MULLER Steven,M,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
12527,SPELMEYER-PREUSS Ruth Sophia,F,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,
12528,SPELMEYER-PREUSS Ruth Sophia,F,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,
14552,WROBEL David,M,30,Germany,GER,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
11468,SAFO-ANTWI Sean,M,30,Ghana,GHA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay Team,
2900,DAVIS Stephanie,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
3166,DIAMOND Emily,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,
3167,DIAMOND Emily,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,
8420,McCOLGAN Eilish,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,
8421,McCOLGAN Eilish,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
10409,PHILIP Asha,F,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 100m,
13435,TSINOPOULOU Panagiota,F,30,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
1017,BARRONDO Erick Bernabe,M,30,Guatemala,GUA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
2198,CHAN Chung Wang,M,30,"Hong Kong, China",HKG,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
10879,RAJIV Arokia,M,30,India,IND,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay Team,
10880,RAJIV Arokia,M,30,India,IND,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,
14545,WRIGHT Alex,M,30,Ireland,IRL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
13238,TIYOURI Maor,F,30,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
5732,INFANTINO Antonio,M,30,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
4632,GOULE Natoya,F,30,Jamaica,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 800m,
14345,WHYTE Ronda,F,30,Jamaica,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
14547,WRIGHT Chad,M,30,Jamaica,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
3698,ETO Takashi,M,30,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's High Jump,
5684,IIZUKA Shota,M,30,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
6290,KATSUKI Hayato,M,30,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
9907,OSAKO Suguru,M,30,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
10956,RATOVA Aiman,F,30,Kazakhstan,KAZ,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
2243,CHEBET Winny,F,30,Kenya,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
2310,CHEPKOECH Beatrice,F,30,Kenya,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 3000m Steeplechase,
8310,MATADI Emmanuel,M,30,Liberia,LBR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
8311,MATADI Emmanuel,M,30,Liberia,LBR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
4783,GUDZIUS Andrius,M,30,Lithuania,LTU,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
3683,ESPARZA Jesus Arturo,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
9991,PACHECO Juan,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
10030,PALMA Isaac,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
11135,RIVERA Edgar,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Athletics,Men's High Jump,
614,ARAFI Rababe,F,30,Morocco,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 800m,
615,ARAFI Rababe,F,30,Morocco,MAR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 1500m,
10872,RAINHOLD Tomas Hilifa,M,30,Namibia,NAM,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
8904,MOEN Sondre Nordstad,M,30,Norway,NOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
10141,PARVEEN Najma,F,30,Pakistan,PAK,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 200m,
4780,GUBA Paulina,F,30,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Shot Put,
6077,JOZWIK Joanna,F,30,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 800m,
7621,LISOWSKA Aleksandra,F,30,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
9602,NOWICKI Adam,M,30,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
12417,SOBERA Robert,M,30,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Pole Vault,
1188,BELO Francisco,M,30,Portugal,POR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Shot Put,
11189,RODRIGUES Irina,F,30,Portugal,POR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Discus Throw,
9704,OGUNODE Femi,M,30,Qatar,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
9705,OGUNODE Femi,M,30,Qatar,QAT,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 200m,
6697,KLISHINA Darya,F,30,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Long Jump,
12171,SHKURENYOV Ilya,M,30,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,
12187,SHUBENKOV Sergey,M,30,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
8276,MASHELE Lesiba,M,30,South Africa,RSA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 5000m,
2398,CHOE Byeongkwang,M,30,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
12137,SHIM Jungsub,M,30,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
4550,GOMEZ Jesus,M,30,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 1500m,
8530,MECHAAL Adel,M,30,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 1500m,
9891,ORTEGA Orlando,M,30,Spain,ESP,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
11800,SCHLUMPF Fabienne,F,30,Switzerland,SUI,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Marathon,
665,ARIKAN Polat Kemboi,M,30,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
8072,MAMEDOV Mergen,M,30,Turkmenistan,TKM,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,
9450,NESTERENKO Mykyta,M,30,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
309,ALHAMMADI Mohamed,M,30,United Arab Emirates,UAE,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
2506,CLAYE Will,M,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Triple Jump,
2521,COBURN Emma,F,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 3000m Steeplechase,
3888,FINLEY Mason,M,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
8432,McCULLOUGH Conor,M,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,
10918,RAMSEY Jessica,F,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Shot Put,
11816,SCHNEIDER Rachel,F,30,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,
11076,REZNICHENKO Darya,F,30,Uzbekistan,UZB,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Long Jump,
14198,WARNER Damian,M,31,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Decathlon,Gold
10092,PARCHMENT Hansle,M,31,Jamaica,JAM,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,Gold
7013,KRZEWINA Jakub,M,31,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed Team,Gold
13289,TOMALA Dawid,M,31,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,Gold
9133,MUHAMMAD Dalilah,F,31,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,Gold
6500,KILTY Richard,M,31,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay Team,Silver
9652,OBIRI Hellen,F,31,Kenya,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 5000m,Silver
11316,ROTICH Ferguson Cheruiyot,M,31,Kenya,KEN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 800m,Silver
164,AGARD Terrence,M,31,Netherlands,NED,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay Team,Silver
6492,KIELBASINSKA Anna,F,31,Poland,POL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,Silver
9132,MUHAMMAD Dalilah,F,31,United States,USA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,Silver
1405,BLACKBURN Angeline,F,31,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,
4055,FRAYNE Henry,M,31,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Long Jump,
5549,HUBBARD Kendra,F,31,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,
1157,BEKELE Alemu,M,31,Bahrain,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
8740,MIKHOU Sadik,M,31,Bahrain,BRN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 1500m,
1675,BRATHWAITE Shane,M,31,Barbados,BAR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
3368,DUBITSKAYA Aliona,F,31,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Athletics,Women's Shot Put,
3454,DZIUBIN Dzmitry,M,31,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
9280,NAERT Koen,M,31,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Marathon,
14898,ZAGRE Anne,F,31,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
2774,da SILVA Tatiane Raquel,F,31,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 3000m Steeplechase,
3433,DUTRA Augusto,M,31,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Men's Pole Vault,
3833,FERRAZ Simone,F,31,Brazil,BRA,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 3000m Steeplechase,
3076,DEMIREVA Mirela,F,31,Bulgaria,BUL,2020 Summer,2020,Summer,Tokyo,Athletics,Women's High Jump,
1746,BROWN Alicia,F,31,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay Team,
5645,HYMAN Kemar,M,31,Cayman Islands,CAY,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
12736,SU Bingtian,M,31,China,CHN,2020 Summer,2020,Summer,Tokyo,Athletics,Men's 100m,
